property_url,property_id,purpose ,type,added_on ,furnishing ,location ,permit_number,agent_name,breadcrumbs,descripition
https://www.bayut.com//property/details-5830502.html,Bayut - 3328-Ap-R-0115,For Rent,Apartment,"March 20, 2022",,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",RERA# 29050,,Bayut Apartments for Rent in Dubai Jumeirah Village Circle (JVC) JVC District 13 Reef Residence Apartments Bayut - 3328-Ap-R-0115,"[""Bloomfield Real Estate can give you the best deals in Dubai. We strive to cater to our clients' individual requirements and demands with perfection and precision. Our team is qualified professionals consultants who are dedicated to ensure that you will get the best real estate advice & property.""]"
https://www.bayut.com//property/details-5839256.html,Bayut - L-188689,For Rent,Apartment,"March 23, 2022",,"Madina Tower, JLT Cluster O, Jumeirah Lake Towers (JLT), Dubai",,James Rahill,Bayut Apartments for Rent in Dubai Jumeirah Lake Towers (JLT) JLT Cluster O Madina Tower Apartments Bayut - L-188689,"['Rooftop Pool | Kitchen Appliances | Great condition', '- Vacant', '- Unfurnished', '- Large 1 Bed', '- Kitchen appliances included', '- Top of the range gym and rooftop pool. ', '- Sauna & Steam room. ', '- Park View', '- Guest Bathroom', '- Mid floor with balcony', '- 1 Allocated Parking Space', '- 1,028 Sq ft. ', '- Cluster O', '- Reference No. : L', '- Agent: James Rahill ', ', RERA BRN No. 50923', ' ', 'Located in Cluster O this modern, light & spacious apartment is in close proximity to the Damac Metro & has easy access to both Al Khail and Sheikh Zayed Road. ', 'Tenants interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', ' ', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale and for rent. ', 'Please call James Rahill on ', ' for more information or to arrange a viewing.']"
https://www.bayut.com//property/details-5841984.html,Bayut - DUB140928,For Rent,Villa,"March 24, 2022",Unfurnished,"The Springs 3, The Springs, Dubai",RERA# 8115,,Bayut Villas for Rent in Dubai The Springs The Springs 3 Villas Bayut - DUB140928,"['Modern | Extended 4 Bed Villa | Type 2E', '- 4 Bedrooms', '- Upgraded Throughout', '- Overlooking Lake', '- Landscaped Garden', '- Available End Of April', '- Reference: DUB', '- Agent: Rachael on ', ', RERA BRN No. 9630', 'A luxurious, extended 4 Bedroom villa overlooking the Lake, like no other. ', 'The garden has been landscaped to a very highest standard. Inside the Lounge has been extended creating a large living area. ', 'Upgraded modern kitchen, finished with stainless steel wall tiles. Extended to the side of the kitchen a dining area and seats looking out to the garden through large glass doors. ', 'Master room with ensuite, dressing area and balcony overlooking the beautiful garden and lake. There is further 3 bedrooms and family bathrooms. ', 'Property Reference: DUB', 'Tenants, interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', 'Please call Rachael on ', ' for more information or to arrange a viewing.']"
https://www.bayut.com//property/details-5842426.html,Bayut - DUB201167,For Rent,Townhouse,"March 24, 2022",Unfurnished,"Maple At Dubai Hills Estate 2, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",RERA# 8115,,Bayut Townhouses for Rent in Dubai Dubai Hills Estate Maple at Dubai Hills Estate Maple At Dubai Hills Estate 2 Townhouses Bayut - DUB201167,"['Available Now | Type 3E | Opposite Park', '- Available Now', '- Type 3E', '- Maple 2', '- 5 Bed Plus Maids', '- BUA: 2,700 Sq. Ft. ', '- Landscaped', '- Back To Back', '- Opposite Park', '- Un-furnished', '- Agent: Robert Clarke on ', ' RERA BRN No. : 9630', 'Allsopp & Allsopp are pleased to offer this 5 bedroom plus maids villa to rent in the all-new Dubai Hills estate. Based in Maple 2, the property is positioned in a prime location opposite the park and a short walk to the communal pool and gym. The perfect family home with open plan living and dining in a space of 2,700 sq. ft. ', 'The property is available now, so call now to avoid disappointment!', 'Property Sales Reference: DUB', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale and for rent. ', 'Please call Robert Clarke on ', ', for more information or to arrange a viewing.']"
https://www.bayut.com//property/details-5784222.html,Bayut - DLAND-GV-MIRAOASS3-3BR,For Rent,Villa,"March 3, 2022",Unfurnished,"Mira Oasis 3, Mira Oasis, Reem, Dubai",,Gaurav Rajdiv,Bayut Villas for Rent in Dubai Reem Mira Oasis Mira Oasis 3 Villas Bayut - DLAND-GV-MIRAOASS3-3BR,"['Azco Real Estate Brokers (LLC) is proud to offer you this astonishing and elegantly designed apartment located in the most sought-after residential community in Dubai Land. ', 'Mira Oasis comprises a total of more than 1,300 contemporary townhouses available as cluster or terraced houses. The development is being built in three stages with Phase 1, 2, and 3 due for completion in December 2017, September 2018 and December 2018 respectively. An estimated 15-minute drive away from Barsha, Dubai Media and Internet City and leading educational institutions, MIRA OASIS is surrounded by the city’s most prominent work, play, leisure and retail destinations. ', 'PROPERTY DETAILS and AMENITIES:', '■ 3 Bedrooms Villa', '■ 4 Bathrooms', '■ 24 Hour Security', ""■ Maid's Room"", '■ Gymnasium', '■ Balcony', '■ Private Garden', '■ Car Parking', '■ Central A/C', '■ Public Park', 'CONTACT US: MR. GAURAV RADJEV - Property Consultant', 'WHO WE ARE?', 'AZCO Real Estate Brokers LLC is an award winning and culturally diverse brokerage that brings together a team of multilingual and highly qualified real estate brokers. AZCO utilizes extensive expertise of the local market and internationalism of real estate. At AZCO, we exercise a client centrode approach that helps us to deliver end-to-end property management and real estate solutions. ', 'Buyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate!']"
https://www.bayut.com//property/details-5839514.html,Bayut - 154-Ap-R-0310,For Rent,Apartment,"March 23, 2022",Furnished,"Sparkle Tower 2, Sparkle Towers, Dubai Marina, Dubai",,MURAT CANLI,Bayut Apartments for Rent in Dubai Dubai Marina Sparkle Towers Sparkle Tower 2 Apartments Bayut - 154-Ap-R-0310,"['Amenities:', '-Gym or Health Club', '-Jacuzzi', '-Sauna', '-Swimming Pool', '-Lobby in Building', '-Reception/ Waiting Room ', '-Security Staff ', '-CCTV ', '-Security', 'The prestigious location of this property is a three minute walk to the beach and provides an  easy access to the vibrant atmosphere and the multiple trendy cafes, restaurants, shops and other amenities of Dubai Marina and JBR. The proximity to public transport links and major roads makes for an easy commute and ensures the whole of Dubai is easily accessible. ', 'Sparkle Towers stand out as a distinct architecture of two interconnected towers that are enveloped by the hues of Swarovski studded interiors. This uniquely designed development creates a new level of luxury and comfort offering residents amazing features including resort style facilities. . ', 'For further details please call Murat Canli ', 'Office No. 1542,Tamani Arts Offices, Business Bay, Dubai. UAE', 'Tel: ', 'ORN: 24241', 'BRN: 46277']"
https://www.bayut.com//property/details-5832856.html,Bayut - L-188310,For Rent,Apartment,"March 21, 2022",Furnished,"South Ridge 4, South Ridge Towers, Downtown Dubai, Dubai",RERA# 8115,,Bayut Apartments for Rent in Dubai Downtown Dubai South Ridge Towers South Ridge 4 Apartments Bayut - L-188310,"['Fully upgraded and furnished 1 bedroom apartment in South Ridge, Downtown. ', '- Upgraded', '- Furnished', '- Balcony', '- Wooden floors', '- Additional wardrobe space', '- Kitchen Island', '- 1 Bedroom', '- 1.5 Bathroom', 'Agent: Elliot Duncan on ', ', RERA BRN No. : 50503', 'Fully upgraded and furnished apartment available for rent. The apartment offers upgraded wooden floors, additional wardrobe space in the bedroom as well as a now open kitchen area with kitchen island. ', 'The apartment comprises of an open living-kitchen area, guest bathroom and en-suite, double bedroom with built-in wardrobe space and balcony with full Burj view.  ', 'Property Reference: L', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale and for rent. ', 'Please call Elliot Duncan on ', ' for more information or to arrange a viewing.']"
https://www.bayut.com//property/details-5845031.html,Bayut - L-189027,For Rent,Villa,"March 25, 2022",,"Palma, Arabian Ranches 2, Dubai",RERA# 8115,,Bayut Villas for Rent in Dubai Arabian Ranches 2 Palma Villas Bayut - L-189027,"['Allsopp and Allsopp are delighted to present this stunning Type 5, 4 bedroom villa for rent, available now. ', '- 4 Beds plus miads', '- 3,639 sq ft BUA', '- 1 minute walk from Park / Tennis', '- Access to all Community Pools', '- Fantastic Privacy', '- Landscaped Garden', '- Reference No. : L', '- Agent: Samuel Marshall on ', ', RERA BRN No. 9630', 'On the ground floor, the property consists of a generously sized living / dining space, with access to the semi open kitchen to the left, finished with a classy but modern dark brown wood and light worktops. ', 'Upstairs, the 4 main bedrooms  each come with access to en suite facilities. Both the master and the 4th bedroom have their own ensuite with walk in ', 'shower, whilst bedroom 2 & 3 share a jack/jill style bathroom. ', 'Outside, being a corner plot, the villa benefits from both size and privacy, extending around the property.  Already landscaped & paved, there is plenty of space for the family to relax with the community park also a stones throw.']"
https://www.bayut.com//property/details-5829683.html,Bayut - JVC-IN-BELGRAVIA2-1BR,For Rent,Apartment,"March 20, 2022",Furnished,"Belgravia 2, Belgravia, Jumeirah Village Circle (JVC), Dubai",Permit #  7145802745,,Bayut Apartments for Rent in Dubai Jumeirah Village Circle (JVC) Belgravia Belgravia 2 Apartments Bayut - JVC-IN-BELGRAVIA2-1BR,"['Azco Real Estate Brokers (LLC) is proud to offer you this astonishing and elegantly designed office located in the most sought-after residential community in Jumeirah Village Circle. ', 'The residential complex, Belgravia, is one of the finest projects in Jumeirah Village Circle that houses three low-rise residential buildings. Among them Belgravia 2 stands 5-floors above ground. The building features studios, 1, 2 and 3-bedroom furnished apartments that reflect the highest standards of luxury and comfort. Developed by Ellington properties, the project was launched in the year 2016 and handed over in the year 2018. The building is located off Sheikh Mohammed Bin Zayed Road and Al Khail Road. ', 'PROPERTY FEATURES AND DETAILS :', '■ 1 Bedroom Apartment', '■ 2 Bathrooms', '■ Swimming Pool', '■ Covered Parking', '■ 24/7 Security', '■ Gym', '■ Alarm System Parking', '■ Fire Fighting', '■ Central Air conditioning', 'CONTACT US: - Muhammad Irfan - Property Consultant', 'AZCO Real Estate Brokers, LLC. is an award winning and culturally diverse brokerage that brings together a team of multilingual and highly qualified real estate brokers. AZCO utilizes extensive expertise of the local market and internationalism of real estate. At AZCO, we exercise a client centrode approach that helps us to deliver end-to-end property management and real estate solutions. ', 'Buyers, Sellers, and Tenants can reach us anytime. Thank you for Choosing Azco Real Estate!']"
https://www.bayut.com//property/details-5828577.html,Bayut - MP-R-5469,For Rent,Apartment,"March 19, 2022",Unfurnished,"29 Boulevard 2, 29 Boulevard, Downtown Dubai, Dubai",,Azizjon Ernazarov,Bayut Apartments for Rent in Dubai Downtown Dubai 29 Boulevard 29 Boulevard 2 Apartments Bayut - MP-R-5469,"['Would you prefer a bright and spacious living room with a large balcony?', 'Are you looking for a spacious 1-bedroom apartment to lease?', 'It gives us absolute pleasure to bring you this dressy apartment that is sure to add life to your life. Get in touch with our property specialist now to arrange a viewing. ', 'The zen-like balcony is perfect for taking in some fresh air and enjoying the lively up-and-coming surroundings. Experienced homeowners will appreciate the harmony with which this home blends with their lifestyle. ', '* 1 Bedroom + Study room', '* 2 Bathrooms', '* Unfurnished', '* Size: 1,044 sq. ft. ', '* Kitchen Equipped', '* Fountain View', '* Built-in Wardrobes', '* Car Parking: 1', '* High Floor', '* Ready for Move-In', '*Fine Dining', '*Retail Outlets', '*Gymnasium', '*Swimming Pool', '*Recreational Facilities', ' Metropolitan Premium Properties (MPP) is dedicated to delivering our clients a wide array of services: sale, rentals, property management, consulting services, mortgage brokerage, and many more.']"
https://www.bayut.com//property/details-5832556.html,Bayut - B-AR-66248,For Rent,Apartment,"March 21, 2022",,"Jumeirah Living, World Trade Centre Residence, World Trade Centre, Dubai",,Akash Thapa,Bayut Apartments for Rent in Dubai World Trade Centre World Trade Centre Residence Jumeirah Living Apartments Bayut - B-AR-66248,"['Luxurious and large 2 bedroom (Duplex) apartment is now available for rent. The apartments has a large living and dining room, fully equipped kitchen,  and 2 large bedrooms on the first floor with master with on-suite bathrooms. ', ' \tLocation: Trade Centre near Dubai international financial center & Sheikh Zayed Road', ' \tBuilding: Jumeirah Living World Trade center residence. ', ' \tApartment: 2 Bed, 2 half baths (Duplex)', ' \tEquipped kitchen. ', ' \tSize: 1829.97 Sq. ft. ', ' \t24-hour concierge service,', ' \tValet and maintenance service,', ' \tStunning rooftop swimming pool', ' \tChildren s wading pool', ' \tState of the art gym with personal trainers', ' \tLandscaped rooftop sundeck and restaurant. ', 'Jumeirah Living World Trade Centre Residence', 'World Trade Centre Residence Dubai has set a new standard for luxury and comfort in luxury serviced residences. It is the epitome of refined living. A luxurious, inner-city home designed for those accustomed to the finest things in life. Each residence is sublimely designed to the highest specification and reflects Jumeirah s renowned standards in luxury and hospitality. ', '  Duplex apartments, fully equipped kitchen, Washer-dryer machine, Luxury bedroom, with en-suite bathroom, Jacuzzi bath, and monsoon shower, iPod docking station, Integrated entertainment system', 'World Trade Centre Residence provides the ultimate in modern, high-performance work environments in addition to its fabulous leisure facilities to help you relax in a family environment while the sun sets on another beautiful day in the Emirate. ', 'In the discreet and luxurious World Trade Centre Residence, our well-equipped Business Centre and versatile meeting rooms allow residents the convenience of meeting many of their work requirements', '¶ Property Features: ', '* Built In Wardrobes* Kitchen Appliances* Laundry Room* Private Jacuzzi* Basement* Elevator* High floor* Close to metro* Landmark view* Smart home system', '♣', 'fam Properties ', ' Contact Us - ', ' ', ' Toll free: 800fam', ' ', ' Email: akash. ', ' Visit our website: famproperties. com ', ' Office Registration no: 1858 ', ' RERA Broker ID: 8976 ', ' Permit No:']"
https://www.bayut.com//property/details-5832692.html,Bayut - SUP156795_L,For Rent,Villa,"March 21, 2022",Unfurnished,"Legacy, Jumeirah Park, Dubai",RERA# 8115,,Bayut Villas for Rent in Dubai Jumeirah Park Legacy Villas Bayut - SUP156795_L,"['Immaculate Condition | 5 Bedrooms | May ', '- UNFURNISHED', '- Well Maintained', '- 5 Bedrooms', '- Large Landscaped Garden', '- Very Quiet Location', '- Double Garage', '- Agent: David Korbel on ', 'Allsopp & Allsopp are proud to present this 5 Bedroom Legacy Villa in District 2. The property is in a prime location as the villa is close proximity to Sheikh Zayed Road despite being on a residential road. ', 'The ground floor comprises large open plan reception, fifth bedroom with ensuite and integrated kitchen with breakfast bar. The maid room is conveniently located at the back of the villa behind the kitchen. ', 'The first floor has a large master bedroom with fitted wardrobes and an en suite bathroom with shower cubicle and bath tub. There are 3 additional bedrooms all fitted with wardrobes and one with an en-suite shower room as well as a bright family room. ', 'The property also benefits from a large landscaped garden. ', 'Property Reference: SUP', '_L', 'Please call David Korbel on ', ' for more information or to arrange a viewing.']"
